genre;songno;tags
"country"; 21; "pop, indie, latin, country, "
"country"; 23; "pop, electropop, chansonfrancaise, country, "
"country"; 25; "rock, country, electronic, "
"country"; 27; "rock, country, "
"country"; 34; "blues, country, "
"country"; 35; "blues, soundtrack, country, "
"country"; 36; "folk, country, rock, blues, "
"country"; 37; "rock, psychedelic, country, "
"country"; 40; "folk, blues, country, "
"country"; 42; "rock, country, deephouse, "
"country"; 43; "triphop, hiphop, country, "
"country"; 45; "blues, country, pop, popfolk, "
"country"; 47; "pop, country, popfolk, "
"country"; 48; "rock, country, "
"country"; 50; "rap, hiphop, country, "
"country"; 52; "country, folk, rock, "
"country"; 53; "pop, country, classicrock, world, "
"country"; 54; "pop, rock, singersongwriter, country, "
"country"; 61; "pop, indie, country, "
"country"; 62; "rock, country, "
"country"; 64; "rock, folk, darkwave, country, "
"country"; 65; "world, blues, country, classical, "
"country"; 67; "pop, world, country, "
"country"; 68; "country, blues, rock, swing, "
"country"; 70; "folk, pop, singersongwriter, country, "
"country"; 72; "rock, singersongwriter, country, "
"country"; 73; "country, pop, "
"country"; 74; "blues, country, folk, pop, "
"country"; 75; "country, pop, indie, singersongwriter, "
"country"; 76; "funk, soul, country, disco, "
"country"; 79; "pop, folk, country, poprock, "
"country"; 81; "country, blues, folk, "
"country"; 82; "country, rock, folk, soul, "
"country"; 83; "singersongwriter, country, pop, "
"country"; 85; "reggae, rock, country, "
"country"; 86; "blues, country, rock, pop, "
"country"; 87; "latin, pop, rock, country, "
"country"; 90; "pop, folk, country, "
"country"; 92; "folk, country, singersongwriter, pop, "
"country"; 94; "blues, country, gospel, choir, "
"country"; 95; "country, pop, indie, "
"country"; 96; "pop, singersongwriter, country, "
"country"; 97; "folk, rock, country, indie, "
"country"; 99; "pop, folk, country, popfolk, "
"country"; 103; "rhythmandblues, blues, country, "
"country"; 104; "country, pop, "
"country"; 105; "rock, country, folk, "
"country"; 107; "rock, country, "
"country"; 108; "country, blues, "
"country"; 109; "world, rock, country, "
"country"; 110; "pop, country, "
"country"; 111; "pop, folk, country, rock, "
"country"; 114; "country, pop, folk, alternative, "
"country"; 116; "rock, blues, country, "
"country"; 120; "hiphop, rap, country, "
"country"; 122; "pop, chanson, chansonfrancaise, country, "
"country"; 123; "country, folk, popfolk, pop, "
"country"; 124; "folk, rock, country, "
"country"; 126; "country, pop, folk, "
"country"; 128; "pop, country, world, folk, "
"country"; 133; "folk, blues, country, world, "
"country"; 134; "rock, country, synthpop, pop, "
"country"; 136; "pop, poprock, country, world, "
"country"; 138; "rap, hiphop, country, "
"country"; 140; "rock, punk, country, "
"country"; 141; "funk, soul, blues, country, "
"country"; 143; "trip, poprock, country, popfolk, "
"country"; 144; "pop, folk, country, popfolk, "
"country"; 146; "rock, country, "
"country"; 149; "pop, folk, country, rock, "
"country"; 150; "pop, country, "
"country"; 151; "country, blues, "
"country"; 155; "pop, folk, soundtrack, country, "
"country"; 156; "country, blues, folk, march, "
"country"; 157; "rock, pop, country, southernrock, "
"country"; 158; "country, pop, folk, chillout, "
"country"; 159; "rock, country, "
"country"; 162; "country, blues, pop, "
"country"; 163; "singersongwriter, folk, country, pop, "
"country"; 168; "country, easylistening, popfolk, poprock, "
"country"; 169; "folk, country, rock, "
"country"; 172; "pop, country, rock, "
"country"; 173; "rock, country, "
"country"; 174; "pop, folk, singersongwriter, country, "
"country"; 176; "pop, country, "
"country"; 177; "pop, folk, country, "
"country"; 178; "country, rock, popfolk, "
"country"; 180; "pop, alternative, country, "
"country"; 182; "rock, country, alternative, "
"country"; 183; "rock, country, experimental, "
"country"; 185; "rock, country, blues, funk, "
"country"; 186; "rock, country, experimental, "
"country"; 187; "pop, easylistening, country, "
"country"; 189; "folk, poprock, country, "
"country"; 192; "folk, country, classical, "
"country"; 197; "hiphop, rap, country, world, "
"country"; 198; "pop, chanson, chillout, country, "
"country"; 206; "pop, folk, country, "
"country"; 207; "pop, electronic, country, "
"country"; 209; "folk, country, chansonfrancaise, pop, "
"country"; 210; "punk, blues, country, "
"country"; 212; "60s, rock, country, "
"country"; 214; "rock, rocknroll, country, "
"country"; 215; "pop, country, classical, "
"country"; 216; "rock, country, "
"country"; 217; "country, pop, "
"country"; 218; "country, folk, jazz, world, "
"country"; 219; "rock, folk, country, "
"country"; 221; "rock, singersongwriter, country, "
"country"; 222; "pop, country, "
"country"; 223; "funk, soul, blues, country, "
"country"; 224; "pop, rock, country, southernrock, "
"country"; 225; "pop, folk, country, "
"country"; 226; "pop, rock, folk, country, "
"country"; 227; "funk, pop, noise, country, "
"country"; 232; "rock, country, "
"country"; 233; "pop, country, easylistening, "
"country"; 234; "folk, singersongwriter, country, jazz, "
"country"; 236; "rock, grunge, country, "
"country"; 239; "country, folk, pop, "
"country"; 242; "pop, electropop, chillout, country, "
"country"; 243; "folk, pop, country, chansonfrancaise, "
"country"; 250; "classical, country, soundtrack, "
"country"; 252; "folk, popfolk, pop, country, "
"country"; 256; "rock, pop, folk, country, "
"country"; 257; "folk, country, rock, pop, "
"country"; 258; "country, blues, folk, "
"country"; 259; "jazz, swing, country, "
"country"; 260; "rock, blues, country, rocknroll, "
"country"; 262; "rock, folk, indie, country, "
"country"; 263; "folk, pop, singersongwriter, country, "
"country"; 265; "pop, folk, country, singersongwriter, "
"country"; 267; "rock, folk, country, pop, "
"country"; 273; "rock, country, "
"country"; 281; "folk, poprock, country, "
"country"; 283; "country, pop, "
"country"; 284; "jazz, blues, country, "
"country"; 285; "folk, rock, indie, country, "
"country"; 287; "rock, rocknroll, country, "
"country"; 288; "world, country, rock, "
"country"; 289; "pop, country, "
"country"; 290; "rock, folk, country, "
"country"; 292; "folk, pop, singersongwriter, country, "
"country"; 295; "rock, pop, country, hardrock, "
"country"; 298; "pop, world, folk, country, "
"country"; 299; "rock, groove, blues, country, "
"country"; 302; "easylistening, improvisation, country, classical, "
"country"; 303; "pop, folk, dance, country, "
"country"; 305; "country, rock, "
"country"; 306; "folk, soundtrack, country, reggae, "
"country"; 308; "world, country, pop, "
"country"; 309; "pop, electronic, country, "
"country"; 312; "country, pop, chanson, popfolk, "
"country"; 313; "blues, soul, country, rock, "
"country"; 314; "metal, country, metalcore, "
"country"; 317; "country, pop, "
"country"; 323; "folk, country, blues, "
"country"; 327; "jazz, folk, country, "
"country"; 328; "pop, country, "
"country"; 329; "folk, pop, singersongwriter, country, "
"country"; 330; "jazz, country, bossanova, "
"country"; 331; "rock, poprock, country, "
"country"; 332; "blues, country, classicrock, "
"country"; 333; "rock, country, easylistening, "
"country"; 335; "rock, country, "
"country"; 336; "world, jazz, rock, country, "
"country"; 337; "rock, folk, singersongwriter, country, "
"country"; 338; "rock, country, progressiverock, alternativerock, "
"country"; 341; "90s, hiphop, country, "
"country"; 343; "pop, folk, country, "
"country"; 346; "folk, blues, country, "
"country"; 347; "blues, country, easylistening, "
"country"; 351; "world, country, rock, classical, "
"country"; 354; "pop, country, soundtrack, "
"country"; 357; "folk, country, classical, "
"country"; 360; "easylistening, folk, jazz, country, "
"country"; 361; "world, 70s, rock, country, "
"country"; 367; "rock, electronic, soundtrack, country, "
"country"; 368; "country, folk, rock, blues, "
"country"; 369; "country, pop, "
"country"; 371; "pop, rock, singersongwriter, country, "
"country"; 375; "pop, rock, poprock, country, "
"country"; 377; "blues, country, "
"country"; 378; "jazz, swing, country, "
"country"; 379; "pop, punk, country, "
"country"; 380; "folk, singersongwriter, country, pop, "
"country"; 381; "pop, world, country, "
"country"; 384; "jazz, 60s, blues, country, "
"country"; 387; "rock, folk, country, "
"country"; 389; "country, jazz, "
"country"; 391; "rock, world, country, southernrock, "
"country"; 394; "country, rock, "
"country"; 395; "pop, country, "
"country"; 396; "pop, country, "
"country"; 398; "pop, country, rock, southernrock, "
"country"; 399; "folk, blues, country, "
"country"; 403; "singersongwriter, blues, country, alternative, "
"country"; 405; "reggae, chansonfrancaise, country, "
"country"; 409; "country, blues, rock, "
"country"; 412; "pop, country, "
"country"; 414; "funk, soul, country, disco, "
"country"; 417; "pop, folk, country, easylistening, "
"country"; 419; "rock, country, latin, "
"country"; 421; "pop, easylistening, country, folk, "
"country"; 422; "country, pop, folk, blues, "
"country"; 423; "pop, popfolk, atmospheric, country, "
"country"; 426; "80s, pop, country, "
"country"; 429; "pop, country, "
"country"; 430; "blues, country, singersongwriter, "
"country"; 431; "rock, 60s, rocknroll, country, "
"country"; 432; "pop, singersongwriter, country, "
"country"; 433; "folk, country, pop, rnb, "
"country"; 434; "blues, country, funk, "
"country"; 437; "electronic, blues, country, classical, "
"country"; 440; "rock, indie, country, "
"country"; 441; "country, blues, pop, rock, "
"country"; 444; "folk, pop, rock, country, "
"country"; 445; "pop, indie, country, "
"country"; 446; "rock, world, pop, country, "
"country"; 447; "country, rock, blues, latin, "
"country"; 449; "rock, country, "
"country"; 454; "electronic, country, classical, "
"country"; 457; "blues, country, "
"country"; 460; "electronic, country, classical, "
"country"; 462; "pop, folk, country, popfolk, "
"country"; 464; "country, blues, rock, folk, "
"country"; 466; "world, country, rock, blues, "
"country"; 467; "pop, country, progressive, chillout, "
"country"; 468; "rock, pop, country, popfolk, "
"country"; 470; "country, flamenco, dance, pop, "
"country"; 471; "pop, folk, alternative, country, "
"country"; 474; "newage, country, rap, rock, "
"country"; 475; "poprock, rock, country, classicrock, "
"country"; 476; "rock, blues, indie, country, "
"country"; 482; "pop, rock, country, "
"country"; 483; "poprock, country, popfolk, "
"country"; 484; "rock, alternative, country, "
"country"; 485; "country, pop, "
"country"; 486; "world, rock, country, "
"country"; 487; "rap, hiphop, country, "
"country"; 488; "rock, country, folk, "
"country"; 489; "rock, alternative, country, "
"country"; 490; "pop, folk, ambient, country, "
"country"; 492; "world, country, metal, medieval, "
"disco"; 32; "funk, rock, soul, disco, "
"disco"; 36; "jazz, disco, funk, 90s, "
"disco"; 44; "electronic, pop, ambient, disco, "
"disco"; 48; "funk, pop, soul, disco, "
"disco"; 49; "funk, rock, soul, disco, "
"disco"; 65; "rock, funk, soul, disco, "
"disco"; 67; "funk, soul, pop, disco, "
"disco"; 77; "funk, pop, soul, disco, "
"disco"; 78; "jazz, funk, soul, disco, "
"disco"; 90; "jazz, downtempo, disco, electropop, "
"disco"; 100; "pop, trance, disco, "
"disco"; 104; "rock, metal, disco, fusion, "
"disco"; 105; "funk, pop, soul, disco, "
"disco"; 107; "pop, funk, soul, disco, "
"disco"; 111; "pop, disco, funk, "
"disco"; 118; "rock, disco, "
"disco"; 120; "funk, soul, reggae, disco, "
"disco"; 121; "funk, soul, rock, disco, "
"disco"; 122; "disco, funk, poprock, soul, "
"disco"; 142; "funk, soul, pop, disco, "
"disco"; 152; "electronic, house, pop, disco, "
"disco"; 154; "funk, rock, soul, disco, "
"disco"; 158; "pop, disco, funk, electronic, "
"disco"; 159; "funk, rock, soul, disco, "
"disco"; 161; "disco, electropop, house, pop, "
"disco"; 166; "funk, soul, pop, disco, "
"disco"; 184; "funk, blues, soul, disco, "
"disco"; 185; "funk, soul, pop, disco, "
"disco"; 189; "pop, disco, electronic, dance, "
"disco"; 192; "funk, soul, reggae, disco, "
"disco"; 195; "disco, alternative, poprock, "
"disco"; 196; "funk, soul, blues, disco, "
"disco"; 198; "electronic, house, pop, disco, "
"disco"; 208; "funk, rock, soul, disco, "
"disco"; 209; "funk, soul, pop, disco, "
"disco"; 213; "rock, funk, soul, disco, "
"disco"; 216; "funk, soul, pop, disco, "
"disco"; 221; "funk, soul, pop, disco, "
"disco"; 228; "pop, disco, house, funk, "
"disco"; 239; "rock, funk, soul, disco, "
"disco"; 246; "funk, soul, blues, disco, "
"disco"; 251; "funk, soul, pop, disco, "
"disco"; 255; "funk, soul, rock, disco, "
"disco"; 260; "funk, rock, soul, disco, "
"disco"; 274; "latin, world, pop, disco, "
"disco"; 278; "funk, jazz, soul, disco, "
"disco"; 282; "funk, soul, blues, disco, "
"disco"; 286; "funk, soul, disco, pop, "
"disco"; 299; "pop, disco, electropop, synthpop, "
"disco"; 300; "funk, soul, pop, disco, "
"disco"; 308; "pop, dance, disco, funk, "
"disco"; 313; "funk, pop, soul, disco, "
"disco"; 314; "rock, funk, soul, disco, "
"disco"; 316; "funk, soul, pop, disco, "
"disco"; 317; "funk, pop, soul, disco, "
"disco"; 322; "funk, soul, pop, disco, "
"disco"; 324; "disco, funk, world, blues, "
"disco"; 329; "funk, disco, jazz, soul, "
"disco"; 335; "funk, soul, disco, pop, "
"disco"; 340; "electronic, rock, pop, disco, "
"disco"; 346; "pop, funk, soul, disco, "
"disco"; 349; "jazz, funk, soul, disco, "
"disco"; 363; "funk, rock, soul, disco, "
"disco"; 364; "funk, soul, disco, pop, "
"disco"; 369; "funk, soul, rock, disco, "
"disco"; 374; "funk, soul, pop, disco, "
"disco"; 393; "funk, soul, pop, disco, "
"disco"; 405; "funk, soul, rock, disco, "
"disco"; 407; "jazz, funk, soul, disco, "
"disco"; 408; "pop, dance, disco, "
"disco"; 410; "disco, funk, soul, rock, "
"disco"; 419; "funk, soul, pop, disco, "
"disco"; 420; "ska, rock, disco, folk, "
"disco"; 445; "funk, pop, soul, disco, "
"disco"; 449; "funk, soul, disco, pop, "
"disco"; 457; "electronic, pop, disco, house, "
"disco"; 460; "funk, soul, poprock, disco, "
"disco"; 462; "funk, pop, soul, disco, "
"disco"; 468; "funk, disco, soul, rock, "
"disco"; 470; "funk, soul, rock, disco, "
"disco"; 485; "funk, rock, soul, disco, "
"disco"; 487; "funk, jazz, soul, disco, "
"disco"; 493; "jazz, funk, soul, disco, "
"disco"; 508; "jazz, funk, soul, disco, "
"disco"; 509; "rock, funk, soul, disco, "
"disco"; 513; "easylistening, disco, dance, poprock, "
"disco"; 514; "electronic, pop, disco, techno, "
"disco"; 515; "disco, pop, progressive, rock, "
"disco"; 516; "funk, soul, disco, jazz, "
"disco"; 518; "pop, rap, disco, electronic, "
"disco"; 528; "electronic, pop, disco, funk, "
"disco"; 529; "hiphop, funk, disco, "
"disco"; 535; "funk, pop, soul, disco, "
"disco"; 536; "rock, funk, soul, disco, "
"disco"; 538; "funk, jazz, soul, disco, "
"disco"; 539; "funk, soul, disco, jazz, "
"disco"; 543; "funk, country, soul, disco, "
"disco"; 545; "disco, funk, soul, rock, "
"disco"; 550; "disco, world, funk, pop, "
"disco"; 551; "funk, rock, soul, disco, "
"disco"; 552; "dance, disco, jazz, funk, "
"disco"; 557; "pop, funk, soul, disco, "
"disco"; 560; "house, reggae, dance, disco, "
"disco"; 561; "funk, pop, rock, disco, "
"disco"; 573; "electronic, disco, pop, rap, "
"disco"; 592; "funk, rock, soul, disco, "
"disco"; 594; "funk, soul, rock, disco, "
"disco"; 596; "funk, soul, disco, pop, "
"disco"; 600; "80s, pop, disco, "
"disco"; 602; "jazz, funk, soul, disco, "
"disco"; 625; "funk, jazz, soul, disco, "
"disco"; 629; "funk, pop, soul, disco, "
"disco"; 637; "funk, rock, soul, disco, "
"disco"; 644; "funk, reggae, soul, disco, "
"disco"; 646; "pop, funk, soul, disco, "
"disco"; 648; "funk, soul, reggae, disco, "
"disco"; 659; "dance, drumnbass, pop, disco, "
"disco"; 662; "funk, rock, soul, disco, "
"disco"; 665; "funk, soul, pop, disco, "
"disco"; 668; "funk, pop, soul, disco, "
"disco"; 669; "jazz, funk, soul, disco, "
"disco"; 670; "funk, soul, pop, disco, "
"disco"; 680; "funk, soul, disco, blues, "
"disco"; 681; "funk, soul, rock, disco, "
"disco"; 686; "jazz, funk, soul, disco, "
"disco"; 702; "jazz, funk, soul, disco, "
"disco"; 708; "funk, soul, disco, blues, "
"disco"; 721; "funk, soul, disco, pop, "
"disco"; 722; "funk, soul, pop, disco, "
"disco"; 730; "jazz, funk, soul, disco, "
"disco"; 738; "jazz, funk, soul, disco, "
"disco"; 743; "funk, soul, rock, disco, "
"disco"; 744; "funk, disco, soul, hiphop, "
"disco"; 747; "pop, disco, "
"disco"; 749; "funk, rock, soul, disco, "
"disco"; 761; "funk, soul, pop, disco, "
"disco"; 765; "pop, disco, "
"disco"; 767; "reggae, funk, soul, disco, "
"disco"; 768; "funk, blues, soul, disco, "
"disco"; 779; "funk, soul, rock, disco, "
"disco"; 784; "funk, disco, rock, pop, "
"disco"; 793; "funk, rock, soul, disco, "
"disco"; 801; "rock, funk, soul, disco, "
"disco"; 805; "funk, soul, hiphop, disco, "
"disco"; 808; "funk, soul, country, disco, "
"disco"; 818; "funk, jazz, soul, disco, "
"disco"; 821; "funk, soul, disco, pop, "
"disco"; 823; "rock, metal, disco, "
"disco"; 831; "funk, rock, soul, disco, "
"disco"; 832; "80s, rap, hiphop, disco, "
"disco"; 849; "jazz, disco, funk, "
"disco"; 854; "funk, rock, soul, disco, "
"disco"; 856; "funk, soul, rock, disco, "
"disco"; 863; "funk, soul, blues, disco, "
"disco"; 866; "hiphop, rap, pop, disco, "
"disco"; 871; "funk, soul, pop, disco, "
"disco"; 872; "rock, pop, disco, poprock, "
"disco"; 886; "funk, soul, disco, jazz, "
"disco"; 898; "funk, rock, soul, disco, "
"disco"; 916; "rock, funk, soul, disco, "
"disco"; 920; "funk, pop, soul, disco, "
"disco"; 928; "funk, soul, pop, disco, "
"disco"; 935; "funk, soul, metal, disco, "
"disco"; 938; "rock, funk, soul, disco, "
"disco"; 944; "funk, pop, soul, disco, "
"disco"; 952; "jazz, disco, world, "
"disco"; 954; "funk, soul, disco, pop, "
"disco"; 960; "funk, soul, disco, pop, "
"disco"; 964; "funk, pop, soul, disco, "
"disco"; 970; "pop, funk, soul, disco, "
"disco"; 979; "funk, soul, pop, disco, "
"disco"; 984; "disco, club, country, chillout, "
"disco"; 994; "funk, pop, soul, disco, "
"disco"; 998; "funk, soul, pop, disco, "
"disco"; 1001; "pop, disco, electronic, drumnbass, "
"disco"; 1004; "funk, pop, soul, disco, "
"disco"; 1007; "pop, funk, soul, disco, "
"disco"; 1010; "funk, pop, soul, disco, "
"disco"; 1016; "funk, soul, disco, pop, "
"disco"; 1018; "pop, disco, dance, "
"disco"; 1020; "funk, soul, rock, disco, "
"disco"; 1023; "electronic, disco, pop, funk, "
"disco"; 1039; "hiphop, disco, club, electronic, "
"disco"; 1046; "funk, pop, soul, disco, "
"disco"; 1061; "funk, soul, disco, pop, "
"disco"; 1066; "hiphop, rnb, disco, funk, "
"disco"; 1072; "funk, pop, soul, disco, "
"disco"; 1073; "funk, jazz, soul, disco, "
"disco"; 1078; "pop, funk, soul, disco, "
"disco"; 1080; "pop, funk, soul, disco, "
"disco"; 1087; "pop, disco, ambient, "
"disco"; 1089; "disco, funk, soul, hiphop, "
"disco"; 1090; "reggae, funk, soul, disco, "
"disco"; 1094; "electronic, pop, funk, disco, "
"disco"; 1099; "funk, soul, rock, disco, "
"disco"; 1104; "funk, soul, disco, jazz, "
"disco"; 1111; "pop, funk, soul, disco, "
"disco"; 1114; "funk, soul, disco, pop, "
"disco"; 1119; "funk, pop, soul, disco, "
"disco"; 1121; "hiphop, disco, dance, electronic, "
"disco"; 1124; "funk, soul, rock, disco, "
"disco"; 1134; "disco, pop, "
"disco"; 1138; "reggae, funk, soul, disco, "
"disco"; 1145; "pop, disco, experimental, funk, "
"disco"; 1146; "funk, pop, soul, disco, "
"disco"; 1148; "funk, rock, soul, disco, "
"disco"; 1155; "80s, pop, disco, "
"disco"; 1160; "funk, soul, pop, disco, "
"disco"; 1167; "disco, pop, funk, electronic, "
"disco"; 1171; "hiphop, funk, soul, disco, "
"disco"; 1173; "funk, jazz, soul, disco, "
"disco"; 1181; "electronic, disco, funk, pop, "
"disco"; 1182; "electronic, dance, pop, disco, "
"disco"; 1190; "funk, soul, blues, disco, "
"disco"; 1194; "funk, pop, soul, disco, "
"disco"; 1200; "jazz, funk, soul, disco, "
"disco"; 1202; "rock, funk, soul, disco, "
"disco"; 1220; "pop, disco, electronic, funk, "
"disco"; 1228; "funk, disco, jazz, easylistening, "
"disco"; 1230; "funk, rock, soul, disco, "
"disco"; 1234; "funk, pop, soul, disco, "
"disco"; 1240; "disco, dance, atmospheric, poprock, "
"disco"; 1260; "electronic, disco, dance, pop, "
"disco"; 1271; "hiphop, disco, classical, "
"disco"; 1278; "funk, pop, soul, disco, "
"disco"; 1285; "funk, soul, rock, disco, "
"disco"; 1291; "funk, soul, jazz, disco, "
"disco"; 1296; "funk, soul, rock, disco, "
"disco"; 1306; "funk, reggae, soul, disco, "
"disco"; 1319; "jazz, funk, soul, disco, "
"disco"; 1321; "funk, pop, soul, disco, "
"disco"; 1331; "funk, rock, soul, disco, "
"disco"; 1334; "funk, rock, soul, disco, "
"disco"; 1343; "funk, pop, disco, soul, "
"disco"; 1346; "chillout, pop, disco, ambient, "
"disco"; 1353; "pop, disco, dance, "
"disco"; 1359; "pop, funk, soul, disco, "
"disco"; 1377; "funk, soul, jazz, disco, "
"disco"; 1384; "pop, disco, synthpop, 80s, "
"disco"; 1387; "reggae, funk, soul, disco, "
"disco"; 1394; "funk, soul, pop, disco, "
"disco"; 1398; "funk, jazz, soul, disco, "
"disco"; 1403; "funk, soul, rock, disco, "
"disco"; 1404; "funk, pop, soul, disco, "
"disco"; 1407; "funk, soul, pop, disco, "
"disco"; 1418; "funk, soul, disco, pop, "
"disco"; 1424; "funk, soul, disco, rock, "
"disco"; 1432; "funk, disco, pop, soul, "
"disco"; 1449; "downtempo, chillout, pop, disco, "
"disco"; 1451; "rap, hiphop, disco, gangstarap, "
"disco"; 1452; "funk, soul, rock, disco, "
"disco"; 1455; "funk, jazz, soul, disco, "
"disco"; 1456; "funk, rock, soul, disco, "
"disco"; 1457; "rock, funk, soul, disco, "
"disco"; 1466; "indie, rock, pop, disco, "
"disco"; 1469; "reggae, funk, soul, disco, "
"disco"; 1471; "disco, ethno, classical, "
"disco"; 1476; "reggae, funk, soul, disco, "
"disco"; 1478; "funk, rock, soul, disco, "
"disco"; 1482; "funk, soul, blues, disco, "
"disco"; 1483; "pop, electronic, dance, disco, "
"disco"; 1487; "pop, funk, soul, disco, "
"disco"; 1489; "funk, soul, rock, disco, "
"disco"; 1492; "funk, soul, disco, jazz, "
"disco"; 1507; "pop, funk, soul, disco, "
"disco"; 1511; "reggae, disco, dance, "
"disco"; 1512; "funk, rock, soul, disco, "
"disco"; 1519; "electronic, pop, techno, disco, "
"disco"; 1529; "funk, disco, soul, pop, "
"disco"; 1561; "funk, rock, soul, disco, "
"disco"; 1574; "funk, pop, soul, disco, "
"disco"; 1576; "reggae, funk, soul, disco, "
"disco"; 1585; "blues, funk, soul, disco, "
"disco"; 1591; "funk, poprock, soul, disco, "
"disco"; 1595; "pop, techno, disco, electronic, "
"disco"; 1596; "funk, soul, pop, disco, "
"disco"; 1597; "funk, soul, hiphop, disco, "
"disco"; 1611; "funk, reggae, soul, disco, "
"disco"; 1618; "pop, disco, dance, funk, "
"disco"; 1620; "funk, rock, soul, disco, "
"disco"; 1625; "jazz, funk, soul, disco, "
"disco"; 1633; "pop, disco, dance, eurodance, "
"disco"; 1640; "pop, disco, fusion, "
"disco"; 1641; "funk, soul, pop, disco, "
"disco"; 1642; "funk, pop, soul, disco, "
"disco"; 1652; "funk, soul, pop, disco, "
"disco"; 1659; "pop, disco, indie, "
"disco"; 1673; "pop, world, disco, latin, "
"disco"; 1674; "pop, funk, soul, disco, "
"disco"; 1687; "pop, disco, dance, "
"disco"; 1688; "jazz, funk, soul, disco, "
"disco"; 1705; "funk, soul, reggae, disco, "
"disco"; 1715; "electronic, pop, dance, disco, "
"disco"; 1716; "funk, pop, soul, disco, "
"disco"; 1727; "pop, disco, electronic, world, "
"disco"; 1731; "reggae, funk, soul, disco, "
"disco"; 1733; "funk, soul, reggae, disco, "
"disco"; 1743; "funk, soul, hiphop, disco, "
"disco"; 1748; "funk, rock, soul, disco, "
"disco"; 1750; "funk, pop, soul, disco, "
"disco"; 1751; "funk, soul, disco, hiphop, "
"disco"; 1755; "funk, electronic, disco, pop, "
"disco"; 1770; "reggae, funk, soul, disco, "
"disco"; 1776; "funk, soul, disco, jazz, "
"disco"; 1780; "pop, disco, dance, "
"disco"; 1783; "funk, pop, soul, disco, "
"disco"; 1791; "funk, soul, rock, disco, "
"disco"; 1792; "funk, blues, soul, disco, "
"disco"; 1795; "rock, funk, soul, disco, "
"disco"; 1796; "funk, soul, rock, disco, "
"disco"; 1799; "dance, rock, disco, "
"disco"; 1808; "funk, reggae, soul, disco, "
"disco"; 1819; "funk, soul, disco, jazz, "
"disco"; 1828; "funk, soul, rock, disco, "
"disco"; 1834; "funk, pop, soul, disco, "
"disco"; 1837; "blues, funk, soul, disco, "
"disco"; 1843; "jazz, funk, soul, disco, "
"disco"; 1854; "funk, rock, soul, disco, "
"disco"; 1856; "disco, electronic, pop, house, "
"disco"; 1862; "dance, electronic, pop, disco, "
"hiphop"; 5; "hiphop, rap, pop, funk, "
"hiphop"; 34; "hiphop, rap, pop, dancehall, "
"hiphop"; 36; "hiphop, rap, rock, "
"hiphop"; 158; "hiphop, rap, reggae, dance, "
"hiphop"; 220; "hiphop, rap, reggae, dancehall, "
"hiphop"; 248; "hiphop, rap, reggae, ragga, "
"hiphop"; 252; "hiphop, rap, pop, "
"hiphop"; 268; "hiphop, pop, rnb, rap, "
"hiphop"; 292; "pop, hiphop, "
"hiphop"; 307; "pop, hiphop, club, "
"hiphop"; 335; "hiphop, rap, pop, rnb, "
"hiphop"; 341; "hiphop, rap, reggae, "
"hiphop"; 383; "hiphop, rap, pop, "
"hiphop"; 398; "pop, rap, hiphop, ambient, "
"hiphop"; 415; "metal, hiphop, alternative, "
"hiphop"; 562; "hiphop, pop, latin, "
"hiphop"; 577; "hiphop, pop, electronic, rap, "
"hiphop"; 644; "hiphop, rap, pop, "
"hiphop"; 655; "hiphop, reggae, experimental, rap, "
"hiphop"; 721; "hiphop, electronic, jazz, "
"hiphop"; 729; "hiphop, rap, pop, world, "
"hiphop"; 741; "pop, hiphop, alternative, "
"hiphop"; 804; "hiphop, rap, pop, "
"hiphop"; 820; "funk, reggae, rap, hiphop, "
"hiphop"; 840; "pop, hiphop, dance, "
"hiphop"; 841; "hiphop, rap, electronic, pop, "
"hiphop"; 846; "hiphop, rap, pop, trip, "
"hiphop"; 883; "hiphop, lounge, jazz, groove, "
"hiphop"; 909; "pop, rap, hiphop, "
"hiphop"; 979; "hiphop, rap, pop, electronic, "
"hiphop"; 1010; "pop, hiphop, poprock, "
"hiphop"; 1020; "hiphop, rap, pop, "
"hiphop"; 1023; "hiphop, rap, pop, "
"hiphop"; 1030; "pop, rap, hiphop, "
"hiphop"; 1047; "hiphop, rap, orchestral, classical, "
"hiphop"; 1118; "hiphop, rap, reggae, ragga, "
"hiphop"; 1122; "hiphop, reggae, rap, "
"hiphop"; 1143; "pop, hiphop, dubstep, electronic, "
"hiphop"; 1148; "hiphop, funk, soul, disco, "
"hiphop"; 1162; "rock, metal, hiphop, triphop, "
"hiphop"; 1169; "pop, hiphop, rnb, "
"hiphop"; 1180; "hiphop, rap, pop, "
"hiphop"; 1192; "hiphop, rap, pop, "
"hiphop"; 1205; "hiphop, rap, reggae, "
"hiphop"; 1225; "experimental, hiphop, rock, "
"hiphop"; 1249; "hiphop, rap, pop, rnb, "
"hiphop"; 1268; "pop, hiphop, "
"hiphop"; 1278; "hiphop, rap, blues, "
"hiphop"; 1279; "rock, hiphop, "
"hiphop"; 1296; "hiphop, rap, pop, "
"hiphop"; 1300; "hiphop, pop, rnb, "
"hiphop"; 1330; "hiphop, electronic, funk, disco, "
"hiphop"; 1332; "rock, hiphop, trip, "
"hiphop"; 1347; "hiphop, rap, pop, "
"hiphop"; 1372; "hiphop, rap, hardcore, metal, "
"hiphop"; 1383; "pop, rap, hiphop, "
"hiphop"; 1388; "hiphop, dance, classical, "
