genre;songno;tags
"disco"; 289; "funk,soul,downtempo,disco,"
"disco"; 290; "electronic,80s,newwave,disco,"
"disco"; 291; "funk,soul,disco,"
"disco"; 292; "funk,soul,jazzfunk,disco,"
"disco"; 295; "funk,downtempo,soul,disco,"
"disco"; 296; "funk,soul,disco,"
"disco"; 297; "funk,soul,disco,"
"disco"; 298; "rocknroll,disco,funk,"
"disco"; 299; "funk,soul,world,disco,"
"disco"; 300; "funk,soul,disco,"
"disco"; 301; "funk,electronic,soul,disco,"
"disco"; 302; "funk,soul,disco,"
"disco"; 303; "funk,soul,disco,"
"disco"; 305; "funk,soul,disco,world,"
"disco"; 306; "funk,soul,disco,"
"disco"; 309; "funk,soul,disco,"
"disco"; 310; "funk,soul,disco,"
"disco"; 311; "funk,downtempo,soul,disco,"
"disco"; 312; "funk,soul,disco,"
"disco"; 313; "funk,electronic,soul,disco,"
"disco"; 314; "funk,soul,disco,"
"disco"; 315; "funk,soul,disco,"
"disco"; 316; "funk,soul,electronic,disco,"
"disco"; 317; "funk,world,soul,disco,"
"disco"; 318; "funk,soul,disco,"
"disco"; 319; "disco,dance,funk,"
"disco"; 320; "funk,soul,disco,"
"disco"; 321; "funk,soul,disco,"
"disco"; 322; "funk,electronic,soul,disco,"
"disco"; 323; "funk,disco,downtempo,soul,"
"disco"; 325; "funk,soul,disco,"
"disco"; 326; "funk,downtempo,soul,disco,"
"disco"; 327; "funk,soul,disco,"
"disco"; 329; "funk,soul,disco,"
"disco"; 330; "funk,soul,disco,"
"disco"; 331; "funk,soul,disco,"
"disco"; 332; "funk,soul,electronic,disco,"
"disco"; 333; "funk,soul,downtempo,disco,"
"disco"; 334; "funk,soul,disco,"
"disco"; 335; "funk,soul,disco,"
"disco"; 336; "funk,soul,disco,"
"disco"; 337; "funk,soul,disco,hardrock,"
"disco"; 338; "funk,soul,electronic,disco,"
"disco"; 339; "funk,soul,disco,"
"disco"; 340; "electronic,disco,house,alternative,"
"disco"; 341; "dance,techno,disco,electropop,"
"disco"; 343; "funk,soul,electronic,disco,"
"disco"; 344; "funk,soul,disco,"
"disco"; 345; "funk,soul,disco,"
"disco"; 346; "funk,latin,soul,disco,"
"disco"; 347; "funk,soul,disco,"
"disco"; 348; "funk,soul,disco,"
"disco"; 350; "funk,soul,disco,"
"disco"; 351; "funk,electronic,soul,disco,"
"disco"; 352; "funk,soul,downtempo,disco,"
"disco"; 354; "funk,soul,disco,"
"disco"; 355; "funk,soul,disco,"
"disco"; 356; "funk,soul,disco,"
"disco"; 358; "funk,soul,disco,"
"disco"; 359; "funk,soul,disco,"
"disco"; 360; "funk,soul,disco,"
"disco"; 363; "electronic,glitch,80s,disco,"
"disco"; 364; "electronic,disco,dance,house,"
"disco"; 365; "funk,soul,disco,"
"disco"; 367; "funk,soul,disco,"
"disco"; 368; "funk,electronic,soul,disco,"
"disco"; 369; "funk,soul,downtempo,disco,"
"disco"; 370; "funk,soul,disco,"
"disco"; 371; "funk,soul,disco,"
"disco"; 374; "funk,soul,disco,"
"disco"; 375; "funk,soul,downtempo,disco,"
"disco"; 376; "funk,soul,disco,"
"disco"; 377; "funk,soul,disco,"
"disco"; 379; "funk,soul,disco,"
"disco"; 380; "funk,soul,disco,world,"
"disco"; 381; "funk,soul,disco,"
"disco"; 383; "funk,electronic,soul,disco,"
"disco"; 385; "funk,soul,electronic,disco,"
"disco"; 386; "electronic,disco,club,"
"disco"; 387; "funk,soul,disco,"
"disco"; 388; "electronic,disco,funk,minimal,"
"disco"; 389; "funk,soul,disco,"
"disco"; 390; "funk,soul,disco,"
"disco"; 391; "funk,soul,disco,"
"disco"; 392; "world,funk,soul,disco,"
"disco"; 393; "funk,soul,disco,"
"disco"; 394; "disco,dance,dancehall,"
"disco"; 395; "funk,soul,disco,"
"disco"; 396; "funk,soul,ska,disco,"
"disco"; 398; "funk,soul,disco,"
"disco"; 399; "funk,soul,electronic,disco,"
"disco"; 400; "funk,soul,world,disco,"
"disco"; 401; "funk,soul,soundtrack,disco,"
"disco"; 402; "funk,soul,disco,electronic,"
"disco"; 403; "funk,soul,disco,"
"disco"; 404; "electronic,disco,"
"disco"; 405; "funk,soul,disco,"
"disco"; 406; "funk,soul,disco,"
"disco"; 407; "funk,soul,disco,"
"disco"; 408; "funk,electronic,soul,disco,"
"disco"; 409; "funk,soul,disco,"
"disco"; 410; "funk,soul,disco,"
"disco"; 411; "electronic,funk,soul,disco,"
"disco"; 412; "funk,soul,disco,downtempo,"
"disco"; 413; "disco,dance,electronic,"
"disco"; 414; "funk,soul,disco,"
"disco"; 415; "funk,soul,disco,"
"disco"; 416; "disco,funk,soul,"
"disco"; 417; "funk,soul,disco,"
"disco"; 419; "dance,house,disco,"
"disco"; 420; "electronic,80s,newwave,disco,"
"disco"; 421; "disco,electronic,industrial,"
"disco"; 422; "funk,soul,electronic,disco,"
"disco"; 423; "funk,soul,disco,"
"disco"; 425; "funk,soul,disco,"
"disco"; 426; "improvisation,disco,funk,electronic,"
"disco"; 427; "funk,soul,disco,"
"disco"; 428; "funk,downtempo,soul,disco,"
"disco"; 429; "funk,soul,disco,"
"disco"; 430; "electronic,chillout,disco,downtempo,"
"disco"; 431; "dance,disco,house,club,"
"disco"; 432; "funk,soul,electronic,disco,"
"disco"; 433; "funk,electronic,soul,disco,"
"disco"; 434; "funk,soul,electronic,disco,"
"disco"; 435; "funk,soul,disco,"
"disco"; 436; "funk,soul,world,disco,"
"disco"; 437; "funk,soul,disco,"
"disco"; 439; "funk,soul,disco,"
"disco"; 440; "funk,soul,world,disco,"
"disco"; 441; "funk,soul,jazzfunk,disco,"
"disco"; 442; "funk,soul,disco,easylistening,"
"disco"; 443; "funk,soul,disco,"
"disco"; 444; "funk,soul,disco,"
"disco"; 445; "house,electronic,dance,disco,"
"disco"; 446; "electronic,disco,dance,house,"
"disco"; 447; "funk,soul,disco,"
"disco"; 448; "disco,oriental,techno,dance,"
"disco"; 449; "funk,soul,disco,"
"disco"; 450; "funk,soul,disco,"
"disco"; 451; "disco,funk,house,electronic,"
"disco"; 452; "funk,soul,chillout,disco,"
"disco"; 454; "funk,soul,disco,"
"disco"; 455; "disco,"
"disco"; 457; "electronic,funk,soul,disco,"
"disco"; 458; "funk,soul,disco,"
"disco"; 459; "disco,dance,house,"
"disco"; 460; "downtempo,funk,soul,disco,"
"disco"; 461; "funk,downtempo,soul,disco,"
"disco"; 462; "funk,soul,disco,"
"disco"; 464; "disco,dance,chanson,"
"disco"; 465; "funk,soul,disco,"
"disco"; 466; "funk,soul,downtempo,disco,"
"disco"; 468; "funk,soul,disco,"
"disco"; 469; "funk,disco,groove,"
"disco"; 470; "funk,soul,rap,disco,"
"disco"; 471; "funk,soul,disco,"
"disco"; 472; "disco,drumnbass,synthpop,"
"disco"; 473; "funk,downtempo,soul,disco,"
"disco"; 474; "funk,soul,disco,"
"disco"; 476; "funk,soul,downtempo,disco,"
"disco"; 477; "funk,soul,disco,"
"disco"; 478; "funk,electronic,soul,disco,"
"disco"; 479; "disco,indie,synthpop,"
"disco"; 480; "funk,soul,disco,"
"disco"; 482; "funk,soul,downtempo,disco,"
"disco"; 483; "funk,soul,disco,"
"disco"; 484; "funk,soul,world,disco,"
"disco"; 485; "funk,soul,disco,"
"disco"; 487; "funk,downtempo,soul,disco,"
"disco"; 489; "funk,soul,disco,"
"disco"; 490; "funk,soul,disco,"
"disco"; 491; "funk,soul,disco,"
"disco"; 492; "funk,downtempo,soul,disco,"
"disco"; 494; "funk,soul,disco,"
"disco"; 495; "funk,soul,disco,"
"disco"; 496; "funk,soul,disco,"
"disco"; 498; "funk,soul,disco,"
"disco"; 499; "funk,soul,disco,"
"disco"; 500; "funk,disco,"
"disco"; 501; "funk,world,soul,disco,"
"disco"; 502; "funk,soul,disco,"
"disco"; 503; "funk,soul,disco,"
"disco"; 505; "disco,"
"disco"; 507; "funk,soul,disco,downtempo,"
"disco"; 508; "funk,soul,disco,"
"disco"; 509; "funk,soul,disco,"
"disco"; 510; "funk,soul,disco,"
"disco"; 511; "house,electronic,disco,dance,"
"disco"; 515; "funk,soul,downtempo,disco,"
"disco"; 516; "funk,soul,disco,"
"disco"; 517; "funk,soul,disco,"
"disco"; 519; "funk,downtempo,soul,disco,"
"disco"; 520; "funk,soul,disco,"
"disco"; 521; "funk,soul,disco,"
"disco"; 522; "funk,soul,downtempo,disco,"
"disco"; 523; "funk,soul,disco,"
"disco"; 524; "funk,soul,electronic,disco,"
"disco"; 525; "funk,soul,downtempo,disco,"
"disco"; 526; "funk,soul,disco,"
"disco"; 527; "funk,soul,disco,"
"disco"; 528; "funk,soul,disco,march,"
"disco"; 529; "disco,funk,downtempo,chillout,"
"disco"; 530; "funk,soul,disco,"
"disco"; 531; "funk,soul,disco,"
"disco"; 532; "funk,soul,disco,"
"disco"; 534; "funk,soul,disco,"
"disco"; 536; "funk,soul,disco,"
"disco"; 537; "funk,soul,disco,"
"disco"; 538; "funk,soul,disco,electronic,"
"disco"; 539; "funk,downtempo,soul,disco,"
"disco"; 540; "funk,soul,disco,"
"disco"; 541; "funk,soul,disco,"
"disco"; 542; "funk,soul,disco,"
"disco"; 543; "funk,soul,disco,"
"disco"; 544; "funk,soul,disco,"
"disco"; 545; "funk,soul,disco,"
"disco"; 546; "techno,disco,deephouse,"
"disco"; 547; "funk,soul,disco,"
"disco"; 548; "funk,soul,disco,"
"disco"; 549; "funk,disco,"
"disco"; 550; "funk,soul,disco,"
"disco"; 551; "funk,soul,disco,"
"disco"; 552; "funk,soul,world,disco,"
"disco"; 553; "funk,soul,disco,"
"disco"; 554; "funk,easylistening,soul,disco,"
"disco"; 555; "funk,soul,disco,"
"disco"; 556; "funk,soul,disco,world,"
"disco"; 559; "funk,soul,disco,"
"disco"; 561; "funk,soul,disco,"
"disco"; 562; "funk,soul,disco,"
"disco"; 563; "funk,soul,disco,"
"disco"; 564; "funk,electronic,soul,disco,"
"disco"; 565; "funk,soul,disco,"
"disco"; 566; "funk,soul,disco,"
"disco"; 567; "funk,soul,disco,"
"disco"; 568; "funk,soul,disco,"
"disco"; 569; "funk,soul,disco,"
"disco"; 571; "funk,soul,disco,"
"disco"; 572; "funk,soul,disco,"
"disco"; 573; "funk,soul,disco,"
"disco"; 574; "funk,world,soul,disco,"
"disco"; 575; "funk,soul,disco,"
"disco"; 578; "funk,soul,disco,"
"disco"; 579; "funk,soul,disco,"
"disco"; 582; "funk,soundtrack,soul,disco,"
"disco"; 583; "funk,soul,world,disco,"
"disco"; 584; "world,disco,reggaeton,"
"disco"; 585; "electronic,disco,dance,house,"
"disco"; 586; "funk,soul,disco,"
"disco"; 587; "disco,house,deephouse,"
"disco"; 588; "funk,downtempo,soul,disco,"
"disco"; 590; "funk,soul,disco,downtempo,"
"disco"; 591; "funk,soul,disco,"
"disco"; 592; "funk,soul,disco,"
"disco"; 593; "funk,soul,disco,"
"disco"; 596; "funk,soul,electronic,disco,"
"disco"; 597; "funk,soul,disco,"
"disco"; 598; "funk,electronic,soul,disco,"
"disco"; 600; "funk,soul,disco,"
"disco"; 601; "house,electronic,funk,disco,"
"disco"; 604; "funk,soul,disco,"
"disco"; 605; "funk,electronic,soul,disco,"
"disco"; 606; "electronic,disco,"
"disco"; 607; "funk,soul,disco,"
"disco"; 608; "funk,soul,disco,"
"disco"; 609; "funk,soul,disco,"
"disco"; 610; "disco,funk,soul,rap,"
"disco"; 611; "funk,soul,disco,"
"disco"; 612; "funk,soul,rap,disco,"
"disco"; 613; "funk,soul,rnb,disco,"
"disco"; 615; "funk,soul,disco,"
"disco"; 616; "funk,soul,disco,downtempo,"
"disco"; 617; "disco,electronic,atmospheric,"
"disco"; 618; "funk,soul,disco,"
"disco"; 619; "funk,soul,disco,"
"disco"; 620; "funk,soul,groove,disco,"
"disco"; 621; "funk,soul,disco,"
"disco"; 623; "funk,soul,disco,"
"disco"; 624; "funk,soul,disco,"
"disco"; 625; "electronic,disco,funk,70s,"
"disco"; 627; "80s,bebop,disco,"
"disco"; 628; "70s,disco,funk,industrial,"
"disco"; 629; "funk,soul,disco,downtempo,"
"disco"; 630; "funk,downtempo,soul,disco,"
"disco"; 631; "funk,soul,disco,"
"disco"; 632; "funk,soul,disco,"
"disco"; 633; "funk,soul,disco,"
"disco"; 634; "funk,soul,disco,"
"disco"; 635; "funk,world,soul,disco,"
"disco"; 636; "funk,soul,disco,"
"disco"; 637; "disco,newage,funk,downtempo,"
"disco"; 638; "disco,funk,downtempo,soul,"
"disco"; 639; "funk,disco,soul,"
"disco"; 640; "funk,soul,disco,"
"disco"; 641; "funk,soul,disco,"
"disco"; 642; "funk,soul,disco,"
"disco"; 643; "funk,soul,disco,easylistening,"
"disco"; 644; "funk,soul,disco,"
"disco"; 645; "disco,dance,dubstep,"
"disco"; 646; "electronic,disco,dance,house,"
"disco"; 647; "funk,soul,disco,"
"disco"; 648; "downtempo,disco,electronic,"
"disco"; 649; "funk,soul,disco,"
"disco"; 650; "funk,soul,disco,"
"disco"; 651; "world,funk,soul,disco,"
"disco"; 652; "funk,soul,disco,"
"disco"; 653; "funk,soul,disco,"
"disco"; 655; "funk,soul,disco,"
"disco"; 656; "electronic,trance,dance,disco,"
"disco"; 657; "funk,soul,disco,"
"disco"; 660; "funk,soul,disco,"
"disco"; 661; "funk,electronic,soul,disco,"
"disco"; 663; "funk,soul,disco,"
"disco"; 664; "funk,soul,disco,"
"disco"; 665; "funk,soul,disco,"
"disco"; 666; "electronic,disco,funk,house,"
"disco"; 667; "funk,soul,disco,"
"disco"; 668; "funk,soul,disco,"
"disco"; 669; "funk,electronic,soul,disco,"
"disco"; 670; "funk,soul,electronic,disco,"
"disco"; 671; "techno,disco,dance,"
"disco"; 673; "disco,electronic,house,eletronica,"
"disco"; 674; "electronic,disco,"
"disco"; 676; "funk,soul,disco,"
"disco"; 677; "disco,dance,club,"
"disco"; 678; "funk,soul,disco,"
"disco"; 679; "funk,soul,disco,"
"disco"; 680; "funk,soul,disco,"
"disco"; 682; "funk,soul,disco,"
"disco"; 683; "funk,soul,disco,"
"disco"; 684; "funk,soul,disco,"
"disco"; 686; "disco,dance,dancehall,"
"disco"; 687; "funk,soul,disco,latin,"
"disco"; 689; "funk,world,soul,disco,"
"disco"; 690; "funk,soul,world,disco,"
"disco"; 691; "downtempo,funk,soul,disco,"
"disco"; 692; "funk,soul,disco,"
"disco"; 693; "funk,soul,downtempo,disco,"
"disco"; 694; "funk,soul,disco,"
"disco"; 695; "funk,soul,disco,"
"disco"; 697; "funk,electronic,soul,disco,"
"disco"; 698; "funk,soul,disco,"
"disco"; 699; "funk,soul,disco,"
"disco"; 700; "funk,disco,groove,"
"disco"; 701; "funk,soul,disco,"
"disco"; 702; "funk,electronic,soul,disco,"
"disco"; 703; "house,disco,electronic,dance,"
"disco"; 704; "funk,downtempo,soul,disco,"
"disco"; 705; "electronic,dance,electropop,disco,"
"disco"; 708; "funk,soul,disco,"
"disco"; 709; "funk,soul,disco,"
"disco"; 710; "funk,soul,disco,"
"disco"; 711; "funk,soul,disco,world,"
"disco"; 712; "funk,soul,disco,"
"disco"; 713; "funk,electronic,soul,disco,"
"disco"; 715; "funk,soul,disco,"
"disco"; 716; "funk,soul,world,disco,"
"disco"; 717; "funk,soul,disco,"
"disco"; 718; "funk,soul,disco,"
"disco"; 719; "funk,soul,disco,"
"disco"; 720; "funk,soul,downtempo,disco,"
"disco"; 721; "funk,soul,disco,"
"disco"; 723; "funk,soul,disco,"
"disco"; 724; "funk,ska,soul,disco,"
"disco"; 725; "funk,soul,disco,"
"disco"; 727; "funk,downtempo,soul,disco,"
"disco"; 729; "funk,soul,disco,downtempo,"
"disco"; 730; "funk,electronic,soul,disco,"
"disco"; 731; "disco,funk,soul,"
"disco"; 732; "funk,soul,disco,"
"disco"; 733; "funk,world,soul,disco,"
"disco"; 734; "funk,soul,disco,"
"disco"; 735; "funk,soul,disco,"
"disco"; 736; "disco,dance,electronic,house,"
"disco"; 737; "funk,world,soul,disco,"
"disco"; 739; "funk,soul,world,disco,"
"disco"; 740; "funk,soul,downtempo,disco,"
"disco"; 741; "funk,world,soul,disco,"
"disco"; 743; "funk,soul,disco,"
"disco"; 744; "funk,soul,world,disco,"
"disco"; 745; "funk,soul,disco,"
"disco"; 747; "house,electronic,disco,dance,"
"disco"; 748; "disco,house,deephouse,"
"disco"; 749; "funk,world,soul,disco,"
"disco"; 753; "funk,soul,rap,disco,"
"disco"; 755; "funk,downtempo,soul,disco,"
"disco"; 756; "funk,soul,disco,"
"disco"; 758; "funk,soul,disco,"
"disco"; 759; "funk,soul,easylistening,disco,"
"disco"; 761; "electronic,techno,disco,club,"
"disco"; 762; "funk,soul,disco,"
"disco"; 763; "funk,soul,disco,"
"disco"; 764; "funk,soul,disco,"
"disco"; 765; "funk,soul,disco,downtempo,"
"disco"; 766; "funk,soul,disco,"
"disco"; 767; "funk,soul,disco,downtempo,"
"disco"; 768; "funk,soul,disco,"
"disco"; 769; "funk,electronic,soul,disco,"
"disco"; 770; "funk,soul,disco,"
"disco"; 771; "funk,world,soul,disco,"
"disco"; 772; "funk,soul,disco,"
"disco"; 773; "funk,soul,disco,"
"disco"; 774; "funk,soul,disco,"
"disco"; 775; "funk,soul,disco,"
"disco"; 776; "world,disco,dance,electronic,"
"disco"; 777; "funk,soul,disco,"
"disco"; 778; "funk,soul,disco,"
"disco"; 779; "funk,soul,downtempo,disco,"
"disco"; 780; "funk,soul,disco,"
"disco"; 781; "funk,soul,disco,electronic,"
"disco"; 782; "electronic,dance,disco,trance,"
"disco"; 783; "funk,soul,disco,world,"
"disco"; 784; "funk,soul,disco,"
"disco"; 785; "funk,soul,disco,"
"disco"; 786; "funk,soul,disco,"
"disco"; 787; "funk,soul,disco,"
"disco"; 788; "funk,electronic,soul,disco,"
"disco"; 789; "funk,soul,disco,"
"disco"; 790; "funk,world,soul,disco,"
"disco"; 792; "funk,soul,disco,"
"disco"; 793; "funk,electronic,soul,disco,"
"disco"; 794; "funk,soul,disco,"
"disco"; 795; "funk,soul,disco,downtempo,"
"disco"; 796; "funk,electronic,soul,disco,"
"disco"; 797; "funk,world,soul,disco,"
"disco"; 798; "electronic,disco,80s,house,"
"disco"; 800; "funk,soul,disco,electronic,"
"disco"; 801; "funk,soul,disco,world,"
"disco"; 802; "funk,soul,disco,"
"disco"; 804; "funk,soul,disco,"
"disco"; 805; "funk,electronic,soul,disco,"
"disco"; 806; "funk,soul,disco,"
"disco"; 808; "funk,soul,disco,"
"disco"; 810; "funk,soul,disco,"
"disco"; 814; "disco,latin,world,reggaeton,"
"disco"; 816; "electronic,funk,soul,disco,"
"disco"; 817; "funk,soul,disco,"
"disco"; 818; "funk,electronic,soul,disco,"
"disco"; 819; "funk,electronic,soul,disco,"
"disco"; 820; "funk,soul,disco,"
"disco"; 821; "electronic,disco,dance,world,"
"disco"; 822; "funk,soul,disco,"
"disco"; 823; "downtempo,funk,soul,disco,"
"disco"; 824; "funk,soul,disco,"
"disco"; 825; "funk,soul,disco,"
"disco"; 826; "house,electronic,disco,funk,"
"disco"; 827; "disco,electronic,newage,"
"disco"; 828; "funk,soul,disco,"
"disco"; 829; "funk,soul,disco,"
"disco"; 830; "disco,funk,downtempo,chillout,"
"disco"; 831; "funk,soul,disco,"
"disco"; 832; "electronic,disco,funk,trance,"
"disco"; 835; "funk,soul,disco,downtempo,"
"disco"; 838; "funk,soul,world,disco,"
"disco"; 839; "funk,soul,disco,"
"disco"; 840; "funk,soul,disco,"
"disco"; 841; "funk,electronic,soul,disco,"
"disco"; 842; "funk,soul,disco,"
"disco"; 843; "funk,world,soul,disco,"
"disco"; 844; "funk,house,disco,dance,"
"disco"; 845; "electronic,funk,soul,disco,"
"disco"; 846; "funk,soul,disco,"
"disco"; 848; "funk,soul,disco,"
"disco"; 849; "funk,soul,soundtrack,disco,"
"disco"; 850; "funk,soul,disco,"
"disco"; 851; "house,electronic,disco,dance,"
"disco"; 852; "funk,soul,disco,"
"disco"; 853; "funk,soul,disco,"
"disco"; 854; "funk,soul,disco,"
"disco"; 855; "funk,soul,disco,"
"disco"; 856; "funk,soul,disco,downtempo,"
"disco"; 857; "80s,disco,house,"
"disco"; 861; "funk,soul,disco,"
"disco"; 862; "funk,world,soul,disco,"
"disco"; 864; "electronic,trance,disco,funk,"
"disco"; 865; "funk,soul,disco,"
"disco"; 866; "funk,soul,disco,"
"disco"; 868; "funk,soul,disco,"
"disco"; 870; "funk,soul,disco,downtempo,"
"disco"; 871; "electronic,funk,soul,disco,"
"disco"; 872; "funk,soul,disco,"
"disco"; 873; "techno,disco,"
"disco"; 874; "funk,soul,disco,"
"disco"; 875; "funk,downtempo,soul,disco,"
"disco"; 876; "funk,soul,disco,downtempo,"
"disco"; 877; "dance,disco,"
"disco"; 878; "funk,soul,electronic,disco,"
"disco"; 879; "disco,"
"disco"; 881; "funk,soul,disco,"
"disco"; 882; "funk,soul,disco,"
"disco"; 883; "electronic,funk,soul,disco,"
"disco"; 884; "funk,electronic,soul,disco,"
"disco"; 885; "funk,electronic,soul,disco,"
"disco"; 887; "funk,world,soul,disco,"
"disco"; 889; "funk,soul,disco,"
"disco"; 890; "funk,electronic,soul,disco,"
"disco"; 891; "funk,soul,disco,"
"disco"; 892; "funk,soul,disco,"
"disco"; 893; "funk,soul,disco,"
"disco"; 894; "funk,soul,disco,"
"disco"; 895; "funk,world,soul,disco,"
"disco"; 897; "funk,soul,disco,world,"
"disco"; 898; "funk,soul,disco,"
"disco"; 899; "funk,soul,disco,"
"disco"; 900; "80s,disco,dance,"
"disco"; 901; "disco,house,progressive,"
"disco"; 903; "funk,soul,disco,"
"disco"; 904; "funk,soul,disco,"
"disco"; 905; "funk,soul,disco,"
"disco"; 906; "funk,electronic,soul,disco,"
"disco"; 907; "funk,soul,disco,"
"disco"; 908; "funk,soul,disco,"
"disco"; 909; "disco,"
"disco"; 910; "electronic,funk,soul,disco,"
"disco"; 911; "funk,soul,disco,electronic,"
"disco"; 912; "funk,downtempo,soul,disco,"
"disco"; 913; "funk,soul,disco,"
"disco"; 914; "funk,electronic,soul,disco,"
"disco"; 915; "funk,soul,disco,"
"disco"; 916; "funk,soul,disco,"
"disco"; 917; "funk,soul,disco,"
"disco"; 918; "funk,house,soul,disco,"
"disco"; 919; "funk,soul,disco,"
"disco"; 920; "funk,downtempo,soul,disco,"
"disco"; 923; "funk,soul,disco,downtempo,"
"disco"; 924; "disco,dance,industrial,"
"disco"; 925; "funk,soul,disco,"
"disco"; 927; "funk,soul,disco,"
"disco"; 929; "funk,soul,electronic,disco,"
"disco"; 930; "funk,downtempo,soul,disco,"
"disco"; 931; "funk,soul,disco,"
"disco"; 932; "electronic,downtempo,disco,chillout,"
"disco"; 933; "funk,soul,disco,"
"disco"; 936; "funk,downtempo,soul,disco,"
"disco"; 937; "funk,soul,disco,"
"disco"; 939; "funk,world,soul,disco,"
"disco"; 940; "funk,electronic,soul,disco,"
"disco"; 941; "funk,soul,electronic,disco,"
"disco"; 943; "funk,soul,groove,disco,"
"disco"; 945; "electronic,disco,dance,electropop,"
"disco"; 946; "funk,soul,disco,"
"disco"; 947; "funk,soul,electronic,disco,"
"disco"; 948; "funk,downtempo,soul,disco,"
"disco"; 949; "funk,soul,disco,electronic,"
"disco"; 950; "funk,world,soul,disco,"
"disco"; 951; "funk,soul,disco,"
"disco"; 953; "house,electronic,disco,"
"disco"; 954; "funk,soul,disco,"
"disco"; 955; "funk,electronic,soul,disco,"
"disco"; 958; "funk,soul,downtempo,disco,"
"disco"; 959; "funk,soul,disco,"
"disco"; 960; "funk,soul,disco,"
"disco"; 961; "funk,soul,latin,disco,"
"disco"; 962; "funk,soul,disco,"
"disco"; 964; "funk,electronic,soul,disco,"
"disco"; 965; "electronic,funk,soul,disco,"
"disco"; 966; "80s,disco,dance,"
"disco"; 967; "funk,soul,disco,"
"disco"; 969; "funk,soul,disco,"
"disco"; 970; "funk,soul,disco,"
"disco"; 971; "funk,soul,disco,"
"disco"; 973; "funk,soul,disco,"
"disco"; 974; "funk,soul,disco,"
"disco"; 975; "funk,soul,disco,"
"disco"; 976; "funk,soul,disco,"
"disco"; 977; "funk,soul,electronic,disco,"
"disco"; 978; "dance,electronic,trance,disco,"
"disco"; 980; "disco,chanson,"
"disco"; 981; "funk,world,soul,disco,"
"disco"; 982; "funk,soul,experimental,disco,"
"disco"; 983; "funk,soul,disco,"
"disco"; 984; "funk,soul,disco,"
"disco"; 985; "funk,soul,disco,"
"disco"; 986; "funk,soul,disco,"
"disco"; 987; "disco,electronic,lounge,funk,"
"disco"; 988; "disco,"
"disco"; 989; "funk,soul,world,disco,"
"disco"; 990; "disco,dance,house,"
"disco"; 993; "funk,soul,disco,"
"disco"; 994; "funk,soul,disco,"
"disco"; 995; "dance,electronic,disco,"
"disco"; 996; "funk,soul,disco,"
"disco"; 997; "funk,soul,disco,"
"disco"; 998; "funk,soul,disco,world,"
"disco"; 999; "dance,electronic,trance,disco,"
"disco"; 1000; "funk,soul,disco,"
"disco"; 1001; "electronic,funk,soul,disco,"
"disco"; 1002; "funk,soul,disco,"
"disco"; 1004; "funk,downtempo,soul,disco,"
"disco"; 1005; "funk,soul,disco,"
"disco"; 1006; "funk,soul,disco,"
"disco"; 1007; "funk,soul,electronic,disco,"
"disco"; 1008; "funk,world,soul,disco,"
"disco"; 1009; "funk,soul,electronic,disco,"
"disco"; 1010; "funk,electronic,soul,disco,"
"disco"; 1012; "funk,soul,disco,"
"disco"; 1013; "electronic,trance,techno,disco,"
"disco"; 1014; "funk,soul,disco,"
"disco"; 1015; "downtempo,funk,soul,disco,"
"disco"; 1016; "funk,downtempo,soul,disco,"
"disco"; 1017; "funk,soul,disco,"
"disco"; 1018; "funk,downtempo,soul,disco,"
"disco"; 1019; "funk,downtempo,soul,disco,"
"disco"; 1020; "disco,funk,"
"disco"; 1022; "funk,downtempo,soul,disco,"
"disco"; 1024; "funk,soul,disco,"
"disco"; 1025; "funk,soul,disco,"
"disco"; 1026; "funk,soul,disco,"
"disco"; 1028; "dubstep,electronic,dub,disco,"
"disco"; 1029; "disco,dancehall,"
"disco"; 1030; "electronic,dance,disco,ambient,"
"disco"; 1031; "electronic,disco,"
"disco"; 1032; "disco,funk,soul,world,"
"disco"; 1033; "funk,soul,jazzfunk,disco,"
"disco"; 1034; "funk,soul,electronic,disco,"
"disco"; 1035; "funk,soul,disco,"
"disco"; 1037; "funk,soul,disco,"
"disco"; 1038; "dance,electronic,disco,funk,"
"disco"; 1039; "funk,soul,disco,"
"disco"; 1040; "funk,soul,disco,"
"disco"; 1041; "funk,soul,disco,"
"disco"; 1042; "disco,dance,electronic,"
"disco"; 1043; "funk,soul,disco,"
"disco"; 1044; "funk,soul,disco,"
"disco"; 1045; "house,disco,funk,electronic,"
"disco"; 1046; "funk,soul,electronic,disco,"
"disco"; 1047; "funk,soul,disco,"
"disco"; 1048; "electronic,disco,techno,"
"disco"; 1049; "funk,soul,disco,"
"disco"; 1050; "funk,soul,disco,"
"disco"; 1051; "disco,house,electronic,funk,"
"disco"; 1052; "funk,soul,disco,"
"disco"; 1054; "electronic,funk,soul,disco,"
"disco"; 1055; "funk,soul,disco,"
"disco"; 1056; "funk,electronic,soul,disco,"
"disco"; 1057; "funk,soul,electronic,disco,"
"disco"; 1060; "rnb,dance,disco,funk,"
"disco"; 1062; "funk,soul,disco,"
"disco"; 1063; "funk,soul,disco,"
"disco"; 1064; "funk,soul,disco,"
"disco"; 1065; "funk,electronic,soul,disco,"
"disco"; 1066; "funk,soul,disco,"
"disco"; 1067; "funk,soul,world,disco,"
"disco"; 1068; "funk,soul,disco,"
"disco"; 1069; "funk,soul,disco,"
"disco"; 1070; "electronic,disco,experimental,funk,"
